user,tweets
dramaojol,"#stopEkploitasiDriver
#shameonyouGojekIndonesia
Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#stopeksploitasidriver
#shameonyouGojekIndonesia
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
Gojek1600,"Tarifnya sadis kak , customer bayar 2500 driver cuma dapet 1600 /km . 
#Toilet2000Gojek1600
#SaveDriverGojek"
brojaaa,Offbit day again #SaveDriverGojek
wliam23,Ini Kata Pengguna Transportasi Online Soal Aturan Tarif Baru #savedrivergojek #toilet2000gojek1600
xdonaxx,Ini Kata Pengguna Transportasi Online Soal Aturan Tarif Baru #savedrivergojek #toilet2000gojek1600
Anakmalam1902,"Iy mahal , naek odong "" aja , keliling "" cm 3rb
Dicustomer mahal , tp didriver mlh semakin turun , gojek geblekny gk ketulungan !
#savedrivergojek"
Melata_Dijalan,Kelihatan sekali kualitas yg dimiliki  PTGI . Tidak konsisten . Dikit2 ganti kebijakan . #SaveDriverGojek
DendiYS,One day no bid #SaveDriverGojek
ReaksiRakyat_id,"#Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Kita dukung Abang ...!
Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
dramaojol,"Ini Kisah nyata ...!
#SaveDriverGojek
#SaveDriverGojek
#SaveDriverGojek"
toyfvckinstory,"Perusahaan modalnya apa dong ?
Motor ya punya kt
Bensin ya kt yg beli
Hp yg punya kt jg
Helm jaket beli
Tarif jd 1600 perak
#SAVEDRIVERGOJEK"
toyfvckinstory,"Jaket sama helm buat promosi kantor , tapi driver disuruh bayar , kok lucu ya ?
#SAVEDRIVERGOJEK @gojekindonesia"
Ocol_ojol,Karena driver demo aturan baru jdi system app error maaf y say #SaveDriverGojek
Ocol_ojol,Maaf y pak driver skrgpun kecewa #SaveDriverGojek
Ocol_ojol,Sabar y pak gojek sedang error didemo drivernya #SaveDriverGojek
Ocol_ojol,Sabar y kak system error karena driver demo #SaveDriverGojek
Rifrifsyarif22,"Coba Ngertiin PERASAAN PARA DRIVER SAAT INI BROO !!
#SaveDriverGojek
#Toilet2000Gojek1600"
brojaaa,"Cemburu buta sama kamu mbak , setiap buka Twitter kamu terus ada di timeline aku #CemburuItu #SaveDriverGojek"
Ocol_ojol,Email driversupport @gmail .com #SaveDriverGojek
Ocol_ojol,Gunaka sekarang jg say #SaveDriverGojek
Ocol_ojol,Dpt no laparon lagi deh selamat y #SaveDriverGojek
Ocol_ojol,Pak itu email n no telpnya bs d salahgunakan loh hati2 #SaveDriverGojek
Ocol_ojol,"Maaf kami g mau rugi ,driver aj kami teken trus biar g dpt duit byk #SaveDriverGojek"
Ocol_ojol,"Gojek error say ,driver demo #SaveDriverGojek"
Ocol_ojol,"Sabar ya say ,kita lagi asik2 nikmatin fasilitas kanyir gojek yg wow #SaveDriverGojek"
Ocol_ojol,Mungkin ikut demo juga kali say solidaritas karena aturan baru say #SaveDriverGojek
Ocol_ojol,Sabar ya say #SaveDriverGojek
Ocol_ojol,Komplen d sni percuma say #SaveDriverGojek
Ocol_ojol,Mohon iklaskan kami driver pun merasakan yg sama #SaveDriverGojek
zidraka,"Mau jadi admin , bang ? #SaveDriverGojek"
Ocol_ojol,Iya gangguan say sabar y say driver jg sabar d hadapi aturan gojek say #SaveDriverGojek
Ocol_ojol,System error driver byk yg demo #SaveDriverGojek
Ocol_ojol,Maaf system gojek error driver sedang demo #SaveDriverGojek
Ocol_ojol,"Bisa say ,klo g bs system error karena driver demo say #SaveDriverGojek"
bdulrouf,"Driver lo pada nangis jek ,makan jantung sodara lo ! #SaveDriverGojek #Toilet2000Gojek1600 @netmediatama @OfficialiNewsTV @tvOneNews @KompasTV"
Ocol_ojol,"Sabar say ,drivernya aj g dpt2 #SaveDriverGojek"
Ocol_ojol,"Maafkan drivernya say ,lagi tertekan dengan aturan baru gojek #SaveDriverGojek"
Ocol_ojol,Maaf y say aturan gojek bikin driver sengsara say #SaveDriverGojek
Ocol_ojol,Maaf gojek error driver demo #SaveDriverGojek
Ocol_ojol,Maaf y say system error #SaveDriverGojek
Ocol_ojol,Driver demo kali say sabar y say #SaveDriverGojek
bdulrouf,"Tarif penumpang makin mahal , tarif driver turun . Mending pesan produk impor . #SaveDriverGojek #Toilet2000Gojek1600 @netmediatama @KompasTV"
idharozztiana,"Bisa juga , mending pindah ke grab aja sama uber y boss hahaha , #savedrivergojek"
BangYoung4,#SaveDriverGojek kembalikan tarif yg dulu ...wahai gojek engkau tdk akan rugi ....
bdulrouf,Namanya juga produk lokal . Mending pesan yg impor . #SaveDriverGojek #Toilet2000Gojek1600 @netmediatama @OfficialiNewsTV @tvOneNews @KompasTV
Ocol_ojol,Gojek demo say gra2 aturan baru #SaveDriverGojek
Ocol_ojol,Kena tipu gojek sabar ya say #SaveDriverGojek
Ocol_ojol,"Gojek sedang demo say app jdi error ,status wd tidak aktif kena suspen say #SaveDriverGojek"
bdulrouf,"Driver ngambek om , mending pesan produk impor . #SaveDriverGojek #Toilet2000Gojek1600 @netmediatama @OfficialiNewsTV @tvOneNews @KompasTV"
Ocol_ojol,Jangan hubungi sini say admin sini asal copas dan sedang manja manja dgn fasilitas wow kantor gojek #SaveDriverGojek
Ocol_ojol,Sabar ya kak kami sedang banyak masalah karena driver demo masalah aturan baru #SaveDriverGojek
Ocol_ojol,"Yes ,we have but please be patient #SaveDriverGojek"
Ocol_ojol,"Maaf ya say ,gojek suka error tapi masih malah nyekek driver dgn aturan baru #SaveDriverGojek"
bdulrouf,"Hai kak Christy untuk sementara coba @GrabID aja , driver @gojekindonesia lagi ngambek . Masa #Toilet2000Gojek1600 kasian #SaveDriverGojek"
Ocol_ojol,"Maaf ya say ,driver juga sering sekali dirugikan maaf sekali lagi #SaveDriverGojek"
Ocol_ojol,"Im sorry for your incovenient , please be patient ,admin afk enjoy the wow office gojek facilities ,say hehe #SaveDriverGojek"
bdulrouf,"Gak masalah gopay /cash om , cuman driver lagi pada ngambek . #Toilet2000Gojek1600 #SaveDriverGojek @netmediatama @OfficialiNewsTV @KompasTV"
Ocol_ojol,"Driver rugi say ,waktu ,uang buat tlp /sms ,dan peraturan lainnya yg bikin driver g sejahtera #SaveDriverGojek"
Ocol_ojol,"Gojek error say ,drivernya demo say #SaveDriverGojek"
Ocol_ojol,Gojek mau ambil untung gede say buat operasional kantorny yg wah say #SaveDriverGojek
Ocol_ojol,Maaf ya say #SaveDriverGojek
Ocol_ojol,"Gojek error say ,drivernya demo potongannya gede #SaveDriverGojek"
Deni_mbeat,Mending mancing aj dikali dri pd on bid @DramaGojek @CeritaTranspOL @gojekindonesia @DriverGojekPro #Savedrivergojek
AdyItsMe,"Apa krn demo yg melarang ojol direstui pemilik aplikasi , sdg demo tarif turun itu HARAM dilakukan
@detikcom
#savedrivergojek
#savemitragojek"
dramaojol,"Kicauan @DramaGojek yg Kritis terhadap @gojekindonesia Menjadi masukan yg berharga 
#SaveDriverGojek"
riski_budiyanti,#DaruratDemokrasi @gojekindonesia ketularan rezim anti kritik #SaveDriverGojek
AdyItsMe,"Saat ojol dilarang maka semua bersatu tuk demo tp saat di zolimi dgn tarif turun knp diam saja ?
@detikcom
#savedrivergojek
#savemitragojek"
Ocol_ojol,Valid tapi gojek tak seindah dlo say #SaveDriverGojek
Ocol_ojol,Sabar say mgkn blm rezeki kali say #SaveDriverGojek
AdyItsMe,"Bnyk wilayah menolak & bentrok dgn opang , dll (Palembang , Bandung )
Siapa yg maju jika bukan MITRA @gojekindonesia
@detikcom
#savedrivergojek"
Ocol_ojol,"Susah atuh say ,adminnya g mau ribet mah d sni sabar y say #SaveDriverGojek"
Ocol_ojol,"Sabar y say , kami sedang sibuk menikmati fasilitas kantor yg wah #SaveDriverGojek"
Ocol_ojol,Driver demo say system jdi error maaf y say #SaveDriverGojek
Ocol_ojol,"Byk yg komplen say ,driver pda demo say #SaveDriverGojek"
Ocol_ojol,"Tetap berhati2 say ,byk driver jg kena tipu #SaveDriverGojek"
AdyItsMe,"Emang makan , bensin , pulsa , itu @gojekindonesia yg tanggung ?

@detikcom
#savedrivergojek
#savemitragojek"
Ocol_ojol,"Iya say kami takut di tinggal customer ,tapi g takut d tinhgal driver ,makanya byk potongan utk driver #SaveDriverGojek"
Ocol_ojol,"Yah begitu lah gojek ,apalagi dengan peraturan skrg bikin driver rugi makanya pada demo skrg #SaveDriverGojek"
AdyItsMe,"Tuk driver flat 1600 /km
Boro2 8jt /bln & bonus harian , Dpt order @gojekindonesia susah .

@detikcom
#savedrivergojek
#savemitragojek"
Ocol_ojol,"Mohon maaf ya say mungkin gra2 banyak potongan dr gojek ,driver jdi sperti itu #SaveDriverGojek"
Ocol_ojol,Iya say #SaveDriverGojek
Ocol_ojol,Driver gojek sedang demo say maaf y say #SaveDriverGojek
Ocol_ojol,"Iya biasanya jauh pun di ambil skrg 10km cuma 18rb bersihnya blom d potong parkir ,pulsa tlp dll maaf y say #SaveDriverGojek"
Ocol_ojol,Lg error say driver demo say #SaveDriverGojek
Ocol_ojol,Mohon bersabar ini ujian say #SaveDriverGojek
Ocol_ojol,Gojek lg g bagus tarifnya skrg aj lg demo say #SaveDriverGojek
DavidKAbdullah1,"Mv mba ,, banyak yg off bid ,, gunakan @GrabID saja ...#SaveDriverGojek"
Ilhambudiansyah,"krn tarif yg skarng murah mba @dyaningmr jadi sbenerny bkn tdk tau driver tapi males ambil krn murah
#savedrivergojek
#toilet2000gojek1600"
Ocol_ojol,"Hati2 say ,driver jg suka ditipu gitu org kantor masa bodo #SaveDriverGojek"
Ilhambudiansyah,"mending pake @grabID mba @vegatroz . karena driver gojek lagi pada offbid karen biaya yg murah
#savedrivergojek
#toilet2000gojek1600"
Ocol_ojol,"Sabar say ,driver seeing dikerjain seperti itu malah tarif trun lagi potongannya besar #SaveDriverGojek"
Ocol_ojol,"Anda kena tipu say ,seperti kebanyaka driver gojek dilapangan #SaveDriverGojek"
Ocol_ojol,Sabar say gojek memang gtu #SaveDriverGojek
Ilhambudiansyah,"mending naek @grabID mas . tarif gojek di dicustomer  naik dan di driver turun jadi ga manusiawi
#savedrivergojek
#toilet2000gojek1600"
Ocol_ojol,Driver pada demo say system error #SaveDriverGojek
Ocol_ojol,Driver demo say sabar ya say #SaveDriverGojek
Ocol_ojol,"Sabar say driver demo ,system jdi error #SaveDriverGojek"
Ocol_ojol,"Gojek error say ,ongkos aj lebih murah drpd toilet #SaveDriverGojek"
Uduy6433,siapa yg mau ambil ? tarif cuma 1600 ! #savedrivergojek
Ocol_ojol,Gojek lg error gra2 didemo driver say sabar y say #SaveDriverGojek
Ocol_ojol,Sabar y say #SaveDriverGojek
Ocol_ojol,Driver demo say di aplikasi mgkn keluar byk driver yg modal maks 50rb d atas itu jarang say #SaveDriverGojek
Ocol_ojol,Maaf say gojek lg error gra2 driver demo say #SaveDriverGojek
Ocol_ojol,Bisa mgkn say cuma skrg admin lg sibuk gra2 driver demo maaf y say #SaveDriverGojek
o_ozzyahmed,"berdiri , tegak , menantang #SaveDriverGojek"
AdyItsMe,"Driver @gojekindonesia penghasilan 8 jt kata bos Nadiem , itu thn 2015 x bkn thn 2017 . Tarif masih 4rb /km
#savedrivergojek
#savemitragojek"
arunaduaji,"Soal Keberatan Organda Terhadap Keberadaan Grab di Soetta , Ini Jawaban Inkopol #savedrivergojek #toilet2000gojek1600"
Ocol_ojol,Gojek sedang error driver sedang demo #SaveDriverGojek
Ocol_ojol,Sabar say adminnya lg menikmati fasilitas kantor yg WAH #SaveDriverGojek
Ocol_ojol,"Skrg gojek lg nyari untung say ,driver aj kena potongan besar ongkosnya #SaveDriverGojek"
mrizqifaisal,"Off bid dulu rehat sejenak jaga kesehatan , karena tarif lagi gak sehat . #SaveDriverGojek"
Ocol_ojol,Bisa say tapi driver lg demo #SaveDriverGojek
Ocol_ojol,Kena harga ramai mgkn say gra2 driver sedikit smw pda demo #SaveDriverGojek
Ocol_ojol,Lagi pada demo say sabar y say #SaveDriverGojek
Ocol_ojol,Bisa kok via telp callcenter admin twitter mgkn kurang pelatihan #SaveDriverGojek
Ocol_ojol,Dilempar trus2 y say sabar y say #SaveDriverGojek
rendymadridista,Semahal apapun tarifnya jika pelanggan puas akan tetap loyal kepada produknya @gojekindonesia .. #SaveDriverGojek
Ocol_ojol,Driver pada demo say sabar ya #SaveDriverGojek
Ocol_ojol,Sabar ya say driver pada demo #SaveDriverGojek
yatzfirman,Driver nya pada banyak yg offbid . Gara gara tarif ke drivernya turun dan ga manusiawi . #savedrivergojek
thomus1311,Lagi demo offbid kakak #Toilet2000Gojek1600 #SaveDriverGojek
Ocol_ojol,Itu penipuan say #SaveDriverGojek
Ocol_ojol,"Mungkin drivernya tkut naik lift ,atau bayar parkir soalnya tarif gojek lebih murah drpd toilet #SaveDriverGojek"
Ocol_ojol,"Maaf ya klo gojek ambil untung banyak ,makanya drivernya pada demo itu potongannya gede loh say pas driver terima #SaveDriverGojek"
zidraka,"Start jam setengah 7 off jam 5 sore . Mana tuh , katanya pendapatan bisa 2x UMR ... Riwayatmu kini ....
#SaveDriverGojek
#Toilet2000Gojek1600"
Ocol_ojol,Sabar y say driver sedang demo #SaveDriverGojek
Ocol_ojol,Jgn pke voc skrg driver lagi demo #SaveDriverGojek
Ocol_ojol,Jgn order sekarang say sedang pada demo drivernya #SaveDriverGojek
Ocol_ojol,"Emang begitu say ,harga ,min order ,driver kena tipu dll gojek g pikirin yg penting uang masuk #SaveDriverGojek"
Ocol_ojol,Driver sedang demo say #SaveDriverGojek
Ocol_ojol,Coba pikir lagi say tarif lebih murah drpd toilet say #SaveDriverGojek
Ocol_ojol,Mungkin karena driver pada demo jdi sistem error sabar ya say #SaveDriverGojek
Ocol_ojol,Pokonya lebih murah drpd toilet say #SaveDriverGojek
Ocol_ojol,Yang sabar ya say #SaveDriverGojek
Ocol_ojol,Via twitter emang gtu say yang sabar ya say terima kasih juga say #SaveDriverGojek
Ocol_ojol,Coba hubungi call center gojek disini adminnya ga mau ribet ngurus driver yg kena suspen #SaveDriverGojek
Ocol_ojol,Selamat menikmati say #SaveDriverGojek
Ocol_ojol,"Yang sabar ya say gisca , para driver dilapangan juga suka digituin uang deposit g masuk ,skrg ongkos jdi lebih murah lg #SaveDriverGojek"
rbygmntn,Netizen Sangat Terkesima Melihat Iklan Reklame Ojek Online di Kuningan Ini #savedrivergojek #toilet2000gojek1600
Rumayuning,Netizen Sangat Terkesima Melihat Iklan Reklame Ojek Online di Kuningan Ini #savedrivergojek #toilet2000gojek1600
ianshafana,"Katanya potongan 20 %taunya 35 %
#SaveDriverGojek"
FahrurRoji57,Driver gojek lagi pada demo nggak narik kakak soal tarif yg diterima driver sudah sangat murah cuma 1600 /KM #savedrivergojek
widwidwul,Pemerintah Atur Tarif Taksi Online Agar Persaingan Bisnis Sehat #savedrivergojek #toilet2000gojek1600
WawanKrisno,"Saya di kediri juga off bid hari ini dan besuk juga off bid dulur ...
#SaveDriverGojek"
isthi_yani,Pemkot Bekasi Siapkan 20 Tempat Tunggu Sementara Untuk Ojek Online #savedrivergojek #toilet2000gojek1600
lani_mons,Pemkot Bekasi Siapkan 20 Tempat Tunggu Sementara Untuk Ojek Online #savedrivergojek #toilet2000gojek1600
Gojek_Malang_,"Sebagai bentuk Solidaritas ayas hari ini OFF BID
#SaveDriverGojek"
Kiting_junior,"Gojek melupakan sejarah nya sendiri #SaveDriverGojek
#Toilet2000Gojek1600"
endangsumi,"Triwisaksana : Kita Sambut Baik Revisi Aturan Taksi Daring 
 #SaveDriverGojek #Toilet2000Gojek1600"
Arini_estya,"Triwisaksana : Kita Sambut Baik Revisi Aturan Taksi Daring 
 #SaveDriverGojek #Toilet2000Gojek1600"
toronoroz,Transportasi Online Mulai Gerus Jasa Kurir di Bandar Lampung #savedrivergojek #toilet2000gojek1600
isthi_yani,Transportasi Online Mulai Gerus Jasa Kurir di Bandar Lampung #savedrivergojek #toilet2000gojek1600
arunaduaji,"Driver Online Lakukan Kegiatan Amal Donor Darah , Ini Alasannya #savedrivergojek #toilet2000gojek1600"
akikaps,"Driver Online Lakukan Kegiatan Amal Donor Darah , Ini Alasannya #savedrivergojek #toilet2000gojek1600"
atilaningrum,Tak Bisa Bandingkan Taksi Konvensional dan Daring #savedrivergojek #toilet2000gojek1600 #transportasionline
antivanesya,Tak Bisa Bandingkan Taksi Konvensional dan Daring #savedrivergojek #toilet2000gojek1600 #transportasionline
mujahidin24,"adanya @gojekindonesia untuk memperkaya nadim dan keluarga bukan untuk mensejahterakan driver .
#savedrivergojek
#kitabukansapiperah"
Ocol_ojol,02150251110 di coba dlo ya say terima kasih atas perhatiannya kepada driver say #SaveDriverGojek
fajarsantossa,Transportasi Online Bantu Lacak Pertumbuhan UMKM #SaveDriverGojek #Toilet2000Gojek1600 #TransportasiOnline
atilaningrum,Transportasi Online Bantu Lacak Pertumbuhan UMKM #SaveDriverGojek #Toilet2000Gojek1600 #TransportasiOnline
Ocol_ojol,Koh edho bantu up donk #SaveDriverGojek
DramaGojek,"GI : lah kita mah tinggal buka rekrutmen baru aja selesai

Terus kok harga di tetapin kantor ? Katanya perusahaan aplikasi ?
#SaveDriverGojek"
Ocol_ojol,Sabar ya say admin lg bubu ciabg dulu #SaveDriverGojek
Ocol_ojol,Kita tunggu peran pemerintah @KPPU #SaveDriverGojek
Ocol_ojol,Yang sabar ya say admin lagi ngopi2 cantik #savedrivergojek
Ocol_ojol,Bs say telpon aja callcenternya disini adminnya copas aj say #SaveDriverGojek
DramaGojek,"GI : Ya masa bodo amat , biarin aja tereak keluarganya , kan banyak nanti driver yang saweran buat tunjangan kematian
#SaveDriverGojek"
Ocol_ojol,Gw jg merinding liat tarif gojek #SaveDriverGojek
Ocol_ojol,Yang sabar say #SaveDriverGojek
Ocol_ojol,Drivernya gak sejahtera say #SaveDriverGojek
Ocol_ojol,Iya mas heri #SaveDriverGojek
riyaddhii,"Kemenhub akan Turut Pantau Kuota #TransportasiOnline Daerah 
#SaveDriverGojek #Toilet2000Gojek1600"
arunaduaji,"Kemenhub akan Turut Pantau Kuota #TransportasiOnline Daerah 
#SaveDriverGojek #Toilet2000Gojek1600"
Ocol_ojol,Yang sabar ya mas asep #savedrivergojek
Ocol_ojol,Yah seperti itu say #SaveDriverGojek
Ocol_ojol,Maafin ya say kita hanya ingin sejahtera #savedrivergojek
Ocol_ojol,Itu salah ketik say #SaveDriverGojek
Ocol_ojol,Tolong admin bales dm beliau #savedrivergojek
Ocol_ojol,Terima kasih telah menghubungi gojek say #SaveDriverGojek
Ocol_ojol,Iya kasihan #savedrivergojek
Ocol_ojol,Mohon menunggu ya say #SaveDriverGojek
DramaGojek,"Dapet cape
Dapet sakit
Dapet ngantuk
Dapet celaka
Dapet rusak motor
Dapet omelan costumer
Dapet suspen
Dapet putus mitra

#SaveDriverGojek"
Ocol_ojol,Lagi aneh gojek say #savedrivergojek
DramaGojek,"duit orderan dipotong , atm disuruh bayar , asuransi disuruh bayar sendiri

Nah driver dapet apa ?
#SaveDriverGojek"
Ocol_ojol,Nanti saya bilang ke nadiem deh thx y say #SaveDriverGojek
DramaGojek,"Yang bayar ya costumer lah
Kantor bayar driver ? Kaga sepeserpun , malah kita di eret eret terus , semua di duitin

#SaveDriverGojek"
Ocol_ojol,Itu penipuan waspada jangan berikan kode otpnya ya say #SaveDriverGojek
Ocol_ojol,"Banyak seperti itu ,dilapangan driver gojek suka dimodus suruh beli pulsa hati2 trus say #SaveDriverGojek"
DramaGojek,"Kantor modalnya apa ?
Masker sama shower cap doang ?
Aplikasi doang ?
Nah trus driver siapa yang bayar ?

#SaveDriverGojek"
Ocol_ojol,Maafkan kami ya say #SaveDriverGojek
DramaGojek,"Servis motor ya kita yang tanggung
Kerusakan motor kita juga yang tanggung
Onderdil ya kita juga yang tanggung
#SaveDriverGojek"
Ocol_ojol,Doakan kami yg sedang demo y say #SaveDriverGojek
DramaGojek,"Paket data ya pake duit kita sendiri
Pulsa telp ya kita sendirk juga yang beli
Jas ujan ya kita yang siapin
#SaveDriverGojek"
Ocol_ojol,"Driver gojek sedang demo say
#SaveDriverGojek"
DramaGojek,"Drivernya punya asuransi ? Tapi kok driver sendiri yang bayar asuransinya ?
Perusahaan modalnya apa dong ?
#SaveDriverGojek"
DramaGojek,"Kok perusahaan melarang mitranya beraspirasi ya ?
Kok perusahaan gede bagus & serba mewah , bilang rugi terus yee ?
#SaveDriverGojek"
Ocol_ojol,Persaingan harga uda g sehat @corbuzier @edhozell @sandiuno @aniesbaswedan @BKS_Menhub @InfoMenhub @KPPU #savedrivergojek #alexis
DramaGojek,"Perjanjian kemitraan kok hak driver ga ada ya ?
Driver katanya mitra tapi kok diatur atur pake peraturan sepihak , ko lucu y ?
#SaveDriverGojek"
DramaGojek,"Katanya mitra kok di kasih target performa , driver kan bukan marketing /sales , kok lucu yee ??! #SaveDriverGojek"
DramaGojek,"Jaket ama helm buat promosi kantor , tapi driver disuruh bayar , tapi ga boleh jadi hak milik , kok lucu yee ??! #SaveDriverGojek"
DramaGojek,"Baru sebagian yang off bid , gi udeh panik yee . Coba kalo kompak semua l , nambah ajibbb dah  #SaveDriverGojek #Toilet2000Gojek1600"
Ocol_ojol,@KPPU tolong bantu kami dengan perang tarif ojek online #SaveDriverGojek #alexis
